Vehicle_ID,Manufacturer,Model,Year,Battery_Type,Battery_Capacity_kWh,Range_km,Charging_Type,Charge_Time_hr,Price_USD,Color,Country_of_Manufacture,Safety_Rating,Units_Sold_2024,Warranty_Years,Cost_Per_Km,Estimated_Revenue
807,Genesis,"GV70 Electric",2022,Magnesium-ion,55.60,519,"Inductive (Wireless) Charging",2.90,116000.72,Copper,Argentina,5.0,18349,5,223.51,2128497211.28
808,"Lucid Motors","Lucid Air",2024,Lead-acid,77.20,240,CCS,1.40,49250.15,"Volcanic Yellow","New Zealand",3.0,12781,5,205.21,629466167.15
809,Dacia,"Bigster EV (upcoming)",2018,Lithium-sulfur,148.30,400,"Plug-in Hydrogen Refueling",1.20,36733.75,Pink,Portugal,3.0,2424,4,91.83,89042610.00
810,Opel,"Grandland Electric",2021,Calcium-ion,39.70,177,"Solar Charging",7.10,97420.37,"Candy Apple Red",Belgium,5.0,9549,5,550.40,930267113.13
811,Nissan,Leaf,2016,Calcium-ion,122.20,464,"Mobile Charging",11.50,73347.55,"Navy Blue",Malaysia,4.0,11868,4,158.08,870488723.40
812,"Lucid Motors","Lucid DreamDrive",2019,Lithium-sulfur,98.50,577,"Level 1 Charging",2.10,107068.83,Brown,Thailand,0.0,16785,4,185.56,1797150311.55
813,Nissan,Ariya,2015,Lead-acid,133.50,267,"Vehicle-to-Load (V2L)",3.80,70050.31,Red,China,5.0,2874,5,262.36,201324590.94
814,Changan,Q05,2025,"Lithium-iron phosphate",117.70,492,"Vehicle-to-Grid (V2G)",9.90,85885.82,"Racing Red",Sweden,4.0,17292,5,174.56,1485137599.44
815,Peugeot,e-5008,2015,Nickel-cobalt-aluminum,94.70,103,"Plug-in Hydrogen Refueling",0.70,57027.59,Brown,Sweden,5.0,14999,5,553.67,855356822.41
816,Mini,"Mini Electric",2024,Aluminum-ion,66.10,550,CHAdeMO,2.70,47794.06,Magenta,Norway,3.0,4172,5,86.90,199396818.32
817,Fisker,Ocean,2020,Calcium-ion,61.00,217,"Inductive (Wireless) Charging",2.80,49594.67,Bronze,Austria,0.0,14406,3,228.55,714460816.02
818,NIO,ET5,2022,Calcium-ion,116.70,478,"Inductive (Wireless) Charging",4.90,83617.49,Cream,Denmark,3.0,16603,5,174.93,1388301186.47
819,Renault,"Megane E-Tech",2017,Magnesium-ion,47.30,581,"Vehicle-to-Load (V2L)",9.00,73006.84,Purple,Indonesia,4.0,16670,3,125.66,1217024022.80
820,Changan,SL03,2015,Nickel-cobalt-aluminum,124.40,304,CCS,4.60,143487.81,Titanium,China,3.0,12769,4,472.00,1832195845.89
821,Nissan,Ariya,2025,Aluminum-ion,62.00,172,"Ultra-Fast Charging (350 kW+)",2.50,31112.87,"Matte Black",Sweden,0.0,19536,3,180.89,607821028.32
822,Peugeot,e-3008,2020,Zinc-air,73.90,180,"Vehicle-to-Grid (V2G)",2.50,142354.99,Charcoal,Norway,0.0,6687,4,790.86,951927818.13
823,XPeng,G9,2019,Zinc-air,61.70,501,"Level 1 Charging",4.30,136658.45,Silver,Sweden,5.0,17209,3,272.77,2351755266.05
824,Mercedes-Benz,EQS,2015,Sodium-ion,136.60,147,"Vehicle-to-Grid (V2G)",11.90,43489.27,"Aurora Blue",Australia,5.0,23,4,295.85,1000253.21
825,"Great Wall Motors","ORA Lightning Cat",2019,"Nickel-metal hydride",62.00,376,"Overhead Pantograph Charging",11.50,110211.83,Yellow,"New Zealand",3.0,4672,3,293.12,514909669.76
826,Mini,"Mini Electric",2016,Lithium-titanate,72.50,554,CCS,3.40,60080.48,"Volcanic Yellow",Poland,5.0,8740,3,108.45,525103395.20
827,Rimac,Nevera,2020,"Flow batteries",38.90,477,"Level 2 Charging",9.10,125972.57,"Emerald Green","South Korea",3.0,5304,4,264.09,668158511.28
828,Rimac,Nevera,2024,Nickel-manganese-cobalt,82.90,276,"Inductive (Wireless) Charging",7.70,128038.74,"Matte Green",Thailand,4.0,3860,5,463.91,494229536.40
829,Toyota,"Lexus UX 300e",2023,Aluminum-ion,63.90,556,NACS,3.40,126838.62,Champagne,"United Arab Emirates",5.0,8613,3,228.13,1092461034.06
830,VinFast,"VF 8",2021,"Flow batteries",23.30,378,CHAdeMO,1.60,147010.55,Titanium,Canada,4.0,10060,4,388.92,1478926133.00
831,Zeekr,"Zeekr 001",2023,"Nickel-metal hydride",71.70,581,"Inductive (Wireless) Charging",2.10,111668.92,"Navy Blue",Germany,3.0,18444,5,192.20,2059621560.48
832,Lotus,Eletre,2023,Sodium-ion,90.10,455,NACS,4.80,42016.57,"Pearl White",Finland,5.0,13894,3,92.34,583778223.58
833,Toyota,bZ4X,2021,Lithium-sulfur,70.70,367,"Vehicle-to-Grid (V2G)",10.80,86160.50,Gray,Poland,4.0,6840,5,234.77,589337820.00
834,GMC,"Hummer EV Pickup",2015,Magnesium-ion,73.30,173,"Vehicle-to-Load (V2L)",10.00,121751.15,"Cobalt Blue",Belgium,3.0,8145,4,703.76,991663116.75
835,Audi,"e-tron GT",2019,"Nickel-metal hydride",136.00,163,CHAdeMO,2.90,47089.01,Bronze,Hungary,3.0,19609,4,288.89,923368397.09
836,Volvo,EX90,2019,Calcium-ion,36.20,480,"Vehicle-to-Home (V2H)",2.30,135627.23,"Stealth Gray",Mexico,3.0,15287,4,282.56,2073333465.01
837,Jeep,"Grand Cherokee 4xe (PHEV)",2022,Magnesium-ion,57.80,367,CCS,1.50,117811.12,"Gun Metal",Argentina,4.0,13817,3,321.01,1627796245.04
838,Acura,"ZDX (with GM Ultium)",2019,Calcium-ion,114.10,241,"Battery Swapping",7.90,69459.56,"Lime Green",Spain,4.0,7954,5,288.21,552481340.24
839,Mahindra,XUV400,2024,Nickel-cobalt-aluminum,106.50,153,"Vehicle-to-Load (V2L)",6.90,130489.44,Beige,Ireland,5.0,3230,5,852.87,421480891.20
840,Kia,"Soul EV",2018,Sodium-ion,95.40,463,"Vehicle-to-Grid (V2G)",9.90,116194.68,Silver,Brazil,5.0,1221,4,250.96,141873704.28
841,Canoo,MPDV,2021,"Flow batteries",138.10,210,NACS,0.80,143513.97,Yellow,"Czech Republic",4.0,11750,5,683.40,1686289147.50
842,Fisker,"Pear (upcoming)",2018,Lithium-sulfur,78.00,124,"Mobile Charging",5.80,148917.08,Gold,Netherlands,4.0,5637,4,1200.94,839445579.96
843,Hyundai,"Ioniq 6",2020,Zinc-air,90.00,512,"Ultra-Fast Charging (350 kW+)",4.10,66700.22,"Volcanic Yellow",UK,4.0,6624,4,130.27,441822257.28
844,Dacia,"Bigster EV (upcoming)",2020,Sodium-ion,124.80,558,"Overhead Pantograph Charging",9.20,145117.00,Purple,Germany,5.0,18365,4,260.07,2665073705.00
845,Citroen,Ami,2023,"Nickel-metal hydride",71.70,456,"DC Fast Charging (DCFC)",2.80,40865.07,"Gun Metal",Thailand,4.0,4359,4,89.62,178130840.13
846,Kia,EV6,2024,Zinc-air,146.20,265,"Ultra-Fast Charging (350 kW+)",5.60,34892.74,"Matte Gray",Sweden,5.0,7175,3,131.67,250355409.50
847,Volvo,EX90,2025,Magnesium-ion,48.10,106,"Solar Charging",3.30,32492.87,"Sapphire Blue","New Zealand",3.0,13511,3,306.54,439011166.57
848,Lotus,Evija,2021,"Flow batteries",94.80,561,"Plug-in Hydrogen Refueling",9.10,114809.51,Turquoise,Spain,4.0,17706,4,204.65,2032817184.06
849,Audi,"e-tron GT",2020,Calcium-ion,127.60,459,"Ultra-Fast Charging (350 kW+)",9.60,99475.02,Yellow,Turkey,5.0,7465,5,216.72,742581024.30
850,Fisker,Ocean,2022,Lithium-sulfur,94.70,127,"Vehicle-to-Home (V2H)",7.60,89655.95,Brown,China,5.0,1885,4,705.95,169001465.75
851,"Great Wall Motors","ORA Ballet Cat",2017,Solid-state,108.70,133,"Battery Swapping",7.10,143682.14,"Volcanic Yellow",Germany,3.0,12984,3,1080.32,1865568905.76
852,Mini,"Mini Cooper SE",2019,Lead-acid,110.60,255,"Mobile Charging",3.20,125809.96,"Graphite Gray",Indonesia,4.0,222,5,493.37,27929811.12
853,BMW,iX3,2020,Zinc-air,35.60,600,"DC Fast Charging (DCFC)",7.60,93572.64,"Volcanic Yellow",Netherlands,3.0,5938,3,155.95,555634336.32
854,Genesis,"G80 Electric",2016,Sodium-ion,31.60,584,"Plug-in Hydrogen Refueling",7.10,143883.59,Beige,Indonesia,3.0,10197,4,246.38,1467180967.23
855,Porsche,"Cayenne Electric (upcoming)",2019,Nickel-manganese-cobalt,31.80,233,"Plug-in Hydrogen Refueling",2.80,72144.08,"Ruby Red",UK,0.0,19862,3,309.63,1432925716.96
856,Lamborghini,"Revuelto (PHEV)",2025,Sodium-ion,32.40,100,"Level 1 Charging",0.60,76170.42,Black,Singapore,5.0,16325,3,761.70,1243482106.50
857,Maserati,"Grecale Folgore",2020,Solid-state,133.40,567,CHAdeMO,7.40,98878.20,"Candy Apple Red",Norway,0.0,17615,3,174.39,1741739493.00
858,"Faraday Future","FF 91",2019,Solid-state,65.40,192,NACS,10.90,89718.13,"Gun Metal",Sweden,5.0,12741,4,467.28,1143098694.33
859,Jaguar,I-PACE,2020,"Lithium-iron phosphate",67.50,222,"Vehicle-to-Load (V2L)",2.70,78514.16,Teal,"South Korea",5.0,19370,3,353.67,1520819279.20
860,Lotus,Eletre,2025,"Flow batteries",61.70,369,"Plug-in Hydrogen Refueling",9.20,107183.82,Copper,Hungary,5.0,13969,4,290.47,1497250781.58
861,Zeekr,"Zeekr 007",2016,Nickel-manganese-cobalt,23.10,153,"Mobile Charging",7.00,103159.59,Magenta,Russia,5.0,1364,3,674.25,140709680.76
862,Hyundai,"Ioniq 6",2024,Lithium-titanate,137.00,377,NACS,7.90,118710.85,"Matte White",Germany,5.0,1718,5,314.88,203945240.30
863,Zeekr,"Zeekr X",2023,Sodium-ion,108.50,122,"Inductive (Wireless) Charging",1.60,143995.72,"Crimson Red",Hungary,5.0,510,3,1180.29,73437817.20
864,NIO,ES6,2016,Aluminum-ion,57.80,563,"Ultra-Fast Charging (350 kW+)",8.10,139829.40,Pink,Norway,3.0,5109,3,248.36,714388404.60
865,Cadillac,Lyriq,2024,"Flow batteries",53.60,572,"Vehicle-to-Grid (V2G)",8.30,115220.69,"Emerald Green",Poland,5.0,335,4,201.43,38598931.15
866,Canoo,Pickup,2021,Lithium-sulfur,129.50,197,"Vehicle-to-Load (V2L)",3.40,31251.56,"Ice Silver",Thailand,5.0,7306,3,158.64,228323897.36
867,Acura,"ZDX (with GM Ultium)",2016,"Nickel-metal hydride",137.30,350,"DC Fast Charging (DCFC)",2.60,69285.43,"Racing Red",Spain,5.0,9386,4,197.96,650313045.98
868,Ferrari,"Roma PHEV",2016,Magnesium-ion,35.50,521,"Inductive (Wireless) Charging",11.40,96570.00,Champagne,Denmark,3.0,3650,3,185.36,352480500.00
869,Chevrolet,"Silverado EV",2017,Solid-state,119.10,512,"DC Fast Charging (DCFC)",3.30,103838.50,"Candy Apple Red",Sweden,3.0,6895,5,202.81,715966457.50
870,Rimac,Nevera,2024,Lithium-ion,143.30,274,"Battery Swapping",11.10,72014.07,"Metallic Silver","South Korea",3.0,6028,5,262.83,434100813.96
871,"Lucid Motors","Lucid Gravity",2025,Lithium-titanate,77.10,546,"Vehicle-to-Home (V2H)",1.30,59493.13,"Matte Black","Czech Republic",3.0,2134,4,108.96,126958339.42
872,Lotus,Evija,2015,Zinc-air,113.70,470,"Mobile Charging",4.80,47218.38,Yellow,Austria,0.0,12698,5,100.46,599578989.24
873,Jaguar,I-PACE,2025,Lithium-ion,93.30,137,"Level 1 Charging",8.00,139297.37,"Matte Green",India,3.0,16074,5,1016.77,2239065925.38
874,Honda,"Honda Prologue",2025,Nickel-manganese-cobalt,82.30,560,CHAdeMO,5.70,135533.32,"Crimson Red",Sweden,4.0,5253,4,242.02,711956529.96
875,Peugeot,e-208,2021,Magnesium-ion,59.00,121,"Vehicle-to-Home (V2H)",5.20,135576.60,"Rose Gold",Austria,4.0,13799,4,1120.47,1870821503.40
876,Changan,Q05,2022,Nickel-manganese-cobalt,143.80,337,"Overhead Pantograph Charging",4.40,109844.81,Gray,"South Africa",5.0,11908,4,325.95,1308031997.48
877,Lamborghini,"Lanzador (upcoming EV)",2020,"Flow batteries",59.90,301,CHAdeMO,5.90,95139.44,"Candy Apple Red",Poland,4.0,18077,3,316.08,1719835656.88
878,Mini,"Mini Cooper SE",2023,Nickel-cobalt-aluminum,43.40,326,"Level 1 Charging",8.50,76316.48,"Lime Green",Norway,5.0,13168,5,234.10,1004935408.64
879,VinFast,"VF 7",2017,Nickel-cobalt-aluminum,61.10,225,CHAdeMO,9.30,88402.20,"Sapphire Blue",Finland,3.0,2809,3,392.90,248321779.80
880,Tesla,"Model S",2020,Calcium-ion,31.70,576,"Overhead Pantograph Charging",2.80,48072.35,"Electric Blue",Poland,4.0,15567,4,83.46,748342272.45
881,Dacia,"Jogger Hybrid",2019,Lithium-sulfur,33.20,387,NACS,10.90,48242.03,Tan,Canada,5.0,15386,5,124.66,742251873.58
882,Toyota,"Lexus UX 300e",2018,Solid-state,106.30,175,"Vehicle-to-Home (V2H)",1.60,34725.40,Beige,"New Zealand",4.0,14448,5,198.43,501712579.20
883,Ferrari,"SF90 Stradale (PHEV)",2022,Aluminum-ion,22.60,351,"Overhead Pantograph Charging",10.70,148537.84,Turquoise,China,3.0,3636,5,423.18,540083586.24
884,"Lucid Motors","Lucid DreamDrive",2020,Lithium-sulfur,112.50,585,"DC Fast Charging (DCFC)",4.60,148028.51,Champagne,Germany,4.0,6292,5,253.04,931395384.92
885,Toyota,"Lexus UX 300e",2015,Nickel-manganese-cobalt,61.40,185,"Level 2 Charging",8.00,114061.79,Gold,Malaysia,5.0,15010,5,616.55,1712067467.90
886,Hyundai,"Ioniq 6",2023,Lithium-ion,37.00,600,"Level 1 Charging",8.90,32305.46,Beige,Denmark,4.0,12292,4,53.84,397098714.32
887,BYD,"Atto 3",2021,Nickel-cobalt-aluminum,111.90,167,"Overhead Pantograph Charging",8.80,96285.92,Champagne,"Czech Republic",0.0,10440,5,576.56,1005225004.80
888,Jaguar,I-PACE,2017,Magnesium-ion,119.10,224,"DC Fast Charging (DCFC)",2.50,37795.10,"Matte Green",Belgium,0.0,11178,5,168.73,422473627.80
889,Audi,"e-tron GT",2024,"Flow batteries",145.50,596,"Vehicle-to-Home (V2H)",7.80,69708.08,"Lime Green",France,5.0,2659,3,116.96,185353784.72
890,Hyundai,"Kona Electric",2015,Nickel-cobalt-aluminum,122.90,219,"Inductive (Wireless) Charging",1.10,39529.43,Purple,"South Africa",5.0,6096,4,180.50,240971405.28
891,Mazda,MX-30,2022,"Nickel-metal hydride",86.00,140,NACS,11.70,61591.39,"Matte White",Singapore,3.0,6129,4,439.94,377493629.31
892,Citroen,Ã«-C4,2017,Nickel-cobalt-aluminum,102.60,403,"Solar Charging",7.40,90798.53,Copper,Switzerland,5.0,8246,4,225.31,748724678.38
893,Citroen,Ã«-C4,2016,Lithium-ion,28.20,276,"Level 2 Charging",7.60,128124.42,Green,Malaysia,0.0,19272,4,464.22,2469213822.24
894,Seat,Avenger,2024,Lithium-sulfur,114.50,263,"Vehicle-to-Home (V2H)",4.60,127315.84,Turquoise,Russia,3.0,7474,5,484.09,951558588.16
895,Mercedes-Benz,EQC,2020,Nickel-cobalt-aluminum,80.40,336,"Mobile Charging",11.10,131577.79,Cream,Australia,4.0,13749,3,391.60,1809063034.71
896,Volkswagen,ID.2all,2020,Nickel-cobalt-aluminum,148.70,423,CHAdeMO,5.10,31674.02,Burgundy,Norway,0.0,15475,3,74.88,490155459.50
897,Toyota,"Lexus RZ",2018,Lithium-ion,84.70,181,"Solar Charging",10.00,132457.76,Bronze,Austria,3.0,15969,5,731.81,2115217969.44
898,BMW,i4,2016,Solid-state,143.90,461,"Vehicle-to-Load (V2L)",7.50,46977.34,"Matte Black",Russia,5.0,5197,4,101.90,244141235.98
899,Acura,"ZDX (with GM Ultium)",2025,Zinc-air,75.80,162,CHAdeMO,6.60,70931.67,Turquoise,Italy,4.0,8064,3,437.85,571992986.88
900,Rimac,Nevera,2020,"Flow batteries",139.00,597,"Vehicle-to-Load (V2L)",9.50,96599.49,"Matte Green",Mexico,5.0,7501,5,161.81,724592774.49
901,Jeep,"Grand Cherokee 4xe (PHEV)",2018,Nickel-manganese-cobalt,93.20,555,"Level 1 Charging",4.10,135687.38,Beige,Sweden,5.0,8716,3,244.48,1182651204.08
902,Geely,"Geometry C",2018,Magnesium-ion,120.10,464,CHAdeMO,4.70,123331.11,"Aurora Blue",Belgium,4.0,18411,3,265.80,2270649066.21
903,VinFast,"VF 8",2020,Nickel-manganese-cobalt,148.10,409,"Inductive (Wireless) Charging",10.00,107500.99,"Gun Metal",Ireland,3.0,17154,5,262.84,1844071982.46
904,Mazda,MX-30,2021,Nickel-cobalt-aluminum,111.10,536,"Level 1 Charging",3.90,54508.80,Copper,Germany,4.0,15235,3,101.70,830441568.00
905,Geely,"Emgrand EV",2021,Lead-acid,40.40,327,"Mobile Charging",1.70,62826.25,Bronze,Denmark,4.0,555,3,192.13,34868568.75
906,BMW,i4,2023,Nickel-manganese-cobalt,67.90,261,"Plug-in Hydrogen Refueling",6.80,105466.84,"Ruby Red",Hungary,5.0,9270,4,404.09,977677606.80
907,Ferrari,"Ferrari EV (2025+)",2015,Aluminum-ion,86.50,470,CHAdeMO,6.20,141233.85,Gray,Sweden,3.0,11806,4,300.50,1667406833.10
908,Pininfarina,Battista,2021,Sodium-ion,117.60,352,"Plug-in Hydrogen Refueling",6.80,92961.52,"Ruby Red",Thailand,4.0,5212,3,264.10,484515442.24
909,Citroen,Ã«-Spacetourer,2018,"Lithium-iron phosphate",27.30,449,"Level 1 Charging",1.10,131147.18,"Crimson Red","New Zealand",3.0,4511,5,292.09,591604928.98
910,Rimac,Nevera,2021,Magnesium-ion,102.50,302,"Level 1 Charging",6.40,64756.73,Black,Indonesia,0.0,7520,5,214.43,486970609.60
911,Mahindra,XUV400,2020,Lithium-titanate,30.50,551,"Overhead Pantograph Charging",6.40,129484.40,Cream,Switzerland,4.0,8704,5,235.00,1127032217.60
912,BYD,"Atto 3",2021,"Nickel-metal hydride",128.50,486,"Battery Swapping",4.30,69246.97,Gold,Thailand,0.0,19771,5,142.48,1369081843.87
913,Mini,"Mini Aceman",2021,"Lithium-iron phosphate",44.00,121,"Plug-in Hydrogen Refueling",9.80,119137.61,"Electric Blue",Denmark,5.0,7023,5,984.61,836703435.03
914,Canoo,Pickup,2020,Nickel-manganese-cobalt,27.10,420,"Ultra-Fast Charging (350 kW+)",7.00,136125.65,Gold,Switzerland,4.0,6761,4,324.11,920345519.65
915,Renault,"Kangoo E-Tech",2020,Nickel-manganese-cobalt,147.90,408,NACS,11.10,87621.07,"Gun Metal","Czech Republic",5.0,3514,3,214.76,307900439.98
916,Nissan,Leaf,2015,Lithium-sulfur,140.90,255,"Vehicle-to-Home (V2H)",4.90,98173.31,"Pearl White",France,4.0,12216,3,384.99,1199285154.96
917,Toyota,"Lexus RZ",2025,Lithium-ion,58.70,117,CCS,4.00,61527.08,"Cobalt Blue",Switzerland,3.0,15614,3,525.87,960683827.12
918,Tesla,"Model S",2016,Lithium-titanate,50.50,545,"Battery Swapping",3.60,114345.21,"Aurora Blue",China,4.0,979,3,209.81,111943960.59
919,Mahindra,"Born Electric (upcoming range)",2022,Nickel-cobalt-aluminum,42.80,106,"Level 2 Charging",8.10,145131.47,Bronze,"Czech Republic",0.0,8911,3,1369.16,1293266529.17
920,Polestar,"Polestar 5 (upcoming)",2015,"Flow batteries",25.70,388,"Vehicle-to-Grid (V2G)",6.90,114353.63,Burgundy,Austria,5.0,12035,4,294.73,1376245937.05
921,Canoo,Pickup,2023,"Nickel-metal hydride",68.50,561,"Overhead Pantograph Charging",8.90,94892.04,Purple,Brazil,4.0,9582,3,169.15,909255527.28
922,Canoo,MPDV,2022,"Flow batteries",90.50,284,"Vehicle-to-Grid (V2G)",1.50,60384.04,Gray,Mexico,5.0,5383,3,212.62,325047287.32
923,Pininfarina,Battista,2024,Sodium-ion,90.20,525,NACS,10.30,98843.11,Platinum,Switzerland,3.0,16429,5,188.27,1623893454.19
924,Chevrolet,"Equinox EV",2016,Zinc-air,20.50,578,NACS,9.00,112081.28,Burgundy,Mexico,5.0,12942,5,193.91,1450555925.76
925,Mini,"Mini Cooper SE",2018,Zinc-air,65.60,308,CCS,3.10,107268.27,Charcoal,Denmark,3.0,10045,3,348.27,1077509772.15
926,Citroen,Ã«-Spacetourer,2019,Calcium-ion,47.20,426,CCS,11.40,52920.79,Black,Germany,3.0,2196,4,124.23,116214054.84
927,Geely,"Geometry A",2021,Sodium-ion,106.00,105,"Solar Charging",4.40,74989.91,Magenta,Vietnam,5.0,16100,3,714.19,1207337551.00
928,Mahindra,"Born Electric (upcoming range)",2020,Lithium-ion,53.30,342,"Plug-in Hydrogen Refueling",9.20,122374.49,Brown,Israel,3.0,12450,3,357.82,1523562400.50
929,Mahindra,XUV400,2022,Lithium-sulfur,90.70,142,"Ultra-Fast Charging (350 kW+)",8.80,115873.02,Yellow,Australia,3.0,10579,4,816.01,1225820678.58
930,Lamborghini,"Lanzador (upcoming EV)",2018,Zinc-air,73.40,105,CHAdeMO,7.30,111029.12,Black,Turkey,5.0,12719,5,1057.42,1412179377.28
931,Genesis,GV60,2019,Zinc-air,35.30,364,"Vehicle-to-Load (V2L)",2.50,84207.11,"Rose Gold",Netherlands,5.0,5072,3,231.34,427098461.92
932,"Lucid Motors","Lucid Gravity",2022,"Lithium-iron phosphate",20.70,497,NACS,9.40,35264.96,"Midnight Black",Austria,5.0,14570,5,70.96,513810467.20
933,Jaguar,I-PACE,2017,"Nickel-metal hydride",37.20,584,"Level 1 Charging",5.50,74001.08,"Ice Silver",Vietnam,5.0,17808,3,126.71,1317811232.64
934,"Li Auto",MEGA,2015,Lithium-sulfur,76.70,459,"Vehicle-to-Grid (V2G)",1.30,40469.15,"Lime Green",Brazil,3.0,3965,3,88.17,160460179.75
935,Mercedes-Benz,EQS,2024,"Nickel-metal hydride",106.40,328,"Overhead Pantograph Charging",6.90,87345.57,Burgundy,Norway,3.0,9841,3,266.30,859567754.37
936,Peugeot,e-5008,2015,Sodium-ion,27.80,503,"Level 1 Charging",1.80,109909.34,"Matte Blue","South Africa",3.0,15741,3,218.51,1730082920.94
937,"Lucid Motors","Lucid DreamDrive",2022,Nickel-manganese-cobalt,82.20,150,NACS,5.00,106007.59,"Matte White",China,3.0,15652,5,706.72,1659230798.68
938,Audi,"A6 e-tron (upcoming)",2017,"Lithium-iron phosphate",101.50,311,"Overhead Pantograph Charging",11.30,129357.08,Tan,"South Korea",3.0,6311,5,415.94,816372531.88
939,Renault,"Scenic E-Tech",2021,Nickel-manganese-cobalt,98.80,543,"Ultra-Fast Charging (350 kW+)",9.10,45279.16,"Sapphire Blue",Turkey,3.0,19627,5,83.39,888694073.32
940,Mazda,"Mazda EV (upcoming models)",2016,Nickel-cobalt-aluminum,98.00,313,"DC Fast Charging (DCFC)",7.00,114536.92,"Navy Blue",Sweden,4.0,11189,4,365.93,1281553597.88
941,Maserati,"GranTurismo Folgore",2019,Calcium-ion,143.30,361,"Vehicle-to-Load (V2L)",4.90,134539.09,"Ice Silver",Israel,5.0,4497,4,372.68,605022287.73
942,Pininfarina,Battista,2022,Sodium-ion,89.30,415,"DC Fast Charging (DCFC)",3.40,62185.40,Bronze,"Czech Republic",3.0,18547,3,149.84,1153352613.80
943,Fisker,"Pear (upcoming)",2018,Calcium-ion,63.50,446,"Vehicle-to-Grid (V2G)",3.70,101731.26,"Lime Green",Denmark,3.0,11845,5,228.10,1205006774.70
944,Maserati,"GranTurismo Folgore",2018,Magnesium-ion,80.10,366,NACS,1.80,116729.11,Copper,Belgium,5.0,16284,4,318.93,1900816827.24
945,Polestar,"Polestar 5 (upcoming)",2022,Lithium-titanate,55.20,390,"Vehicle-to-Home (V2H)",6.70,47560.79,"Gun Metal",China,3.0,2180,3,121.95,103682522.20
946,"Faraday Future","FF 91",2022,Nickel-manganese-cobalt,141.50,381,"Battery Swapping",6.40,80459.18,Bronze,"South Korea",4.0,14325,4,211.18,1152577753.50
947,Rimac,Nevera,2017,"Nickel-metal hydride",36.00,489,"Level 2 Charging",1.00,38433.60,Yellow,"United Arab Emirates",5.0,13869,3,78.60,533035598.40
948,Chevrolet,"Equinox EV",2015,Lithium-ion,34.50,600,"Battery Swapping",3.80,58881.63,"Crimson Red",Finland,3.0,4971,3,98.14,292700582.73
949,Lamborghini,"Lanzador (upcoming EV)",2018,"Nickel-metal hydride",124.70,522,"Plug-in Hydrogen Refueling",2.80,103955.60,"Pearl White",UK,4.0,4081,3,199.15,424242803.60
950,Polestar,"Polestar 5 (upcoming)",2018,"Lithium-iron phosphate",79.70,184,NACS,11.10,63536.48,White,Belgium,4.0,14619,3,345.31,928839801.12
951,Volvo,"XC40 Recharge",2016,Nickel-cobalt-aluminum,112.60,326,CHAdeMO,9.00,76137.06,"Sapphire Blue",India,5.0,16106,4,233.55,1226263488.36
952,VinFast,"VFe34 (discontinued)",2020,Sodium-ion,22.70,359,"Plug-in Hydrogen Refueling",10.10,102786.47,Turquoise,Sweden,3.0,13238,3,286.31,1360687289.86
953,Rivian,R1S,2020,Nickel-cobalt-aluminum,55.60,466,"Solar Charging",10.80,75533.29,"Aurora Blue",Germany,4.0,716,4,162.09,54081835.64
954,Ferrari,"Roma PHEV",2020,Nickel-cobalt-aluminum,22.70,323,"Vehicle-to-Home (V2H)",11.00,40735.31,Gold,Brazil,3.0,5522,3,126.12,224940381.82
955,Jeep,"Grand Cherokee 4xe (PHEV)",2015,Nickel-cobalt-aluminum,67.40,489,"Ultra-Fast Charging (350 kW+)",1.50,139901.99,Green,Finland,4.0,14847,3,286.10,2077124845.53
956,Mazda,MX-30,2021,Lithium-sulfur,133.20,195,"Ultra-Fast Charging (350 kW+)",5.20,49995.46,Red,Austria,5.0,5765,4,256.39,288223826.90
957,Lamborghini,"Lanzador (upcoming EV)",2021,Aluminum-ion,41.80,108,"Inductive (Wireless) Charging",7.40,39245.70,"Navy Blue",France,5.0,12089,5,363.39,474441267.30
958,Porsche,"Macan EV",2023,Aluminum-ion,44.30,502,"Level 1 Charging",4.20,50615.35,Bronze,Turkey,0.0,4422,3,100.83,223821077.70
959,BMW,i7,2017,Calcium-ion,37.20,541,"Overhead Pantograph Charging",7.10,63513.25,"Forest Green",Australia,5.0,1385,3,117.40,87965851.25
960,NIO,ET9,2015,Lithium-sulfur,79.90,509,"Vehicle-to-Load (V2L)",8.30,77402.03,"Matte White",Thailand,4.0,19841,5,152.07,1535733677.23
961,Dacia,"Bigster EV (upcoming)",2019,Lead-acid,141.80,185,"Vehicle-to-Load (V2L)",2.00,34370.00,Red,Ireland,4.0,12318,4,185.78,423369660.00
962,BYD,"Han EV",2020,Nickel-manganese-cobalt,45.80,108,"Inductive (Wireless) Charging",5.50,106614.44,Charcoal,Malaysia,4.0,8011,3,987.17,854088278.84
